Course_Lang,Level_Code,Prerequisite_3_grade,Offline,Availability,Website,Prerequisite_1_grade,Remarks,University,Course,Duration,Prerequisite_3,Face_to_Face,Faculty,Prerequisite_1,Blended,Int_Fees,Full_Time,Country,Prerequisite_2,Prerequisite_2_grade,Currency,Part_Time,Duration_Time,Description,Online,Distance,City,Currency_Time,Local_Fees,Career_Outcomes
English,DIP,,yes,D,https://tafeqld.edu.au/oneweb/courses/18136/diploma-of-aviation-commercial-pilot-licence-helicopter,5.5,,TAFE Queensland,Diploma of Aviation (Commercial Pilot Licence - Helicopter),25,,yes,Aviation,IELTS,no,,yes,Australia,,,AUD,no, Weeks,Let your career take-off in the aviation industry with this advanced qualification. This course will provide you with the specialised knowledge and skills required to work as a commercial helicopter pilot.,no,no,Queensland,year,"82,015",
English,DIP,,yes,A,https://tafeqld.edu.au/oneweb/courses/18112/diploma-of-electronics-and-communications-engineering,5.5,,TAFE Queensland,Diploma of Electronics and Communications Engineering,18,,yes,Engineering,IELTS,no,"18,600",yes,Australia,,,AUD,no,Months,Progress your career in electronics and communications with this high-level course and develop the advanced skills and knowledge to become a technical officer.,no,no,Brisbane,year,"18,090",
English,DIP,,yes,D,https://tafeqld.edu.au/oneweb/courses/18043/diploma-of-practice-management,5.5,,TAFE Queensland,Diploma of Practice Management,2,,yes,Business & Commerce & Finance & Accounting,IELTS,yes,,no,Australia,,,AUD,yes,Years,"Establish your career in practice management with this advanced-level course, equipping you with the frontline management and leadership skills to operate professional practices within the health industry.",yes,no,Queensland,year,"8,700",
English,DIP,,yes,I,https://tafeqld.edu.au/oneweb/courses/18197/certificate-iii-in-information-digital-media-and-technology-diploma-of-information-technology-networking,5.5,,TAFE Queensland,"Certificate III in Information, Digital Media and Technology / Diploma of Information Technology Networking",18,,yes,Humanities and Social Science,IELTS,no,"22,200",yes,Australia,,,AUD,no,Months,Kick-start your IT career with this entry-level dual qualification and become a network administrator or ICT security specialist.,no,no,Brisbane,year,,
English,DIP,,yes,I,https://tafeqld.edu.au/oneweb/courses/18197/certificate-iii-in-information-digital-media-and-technology-diploma-of-information-technology-networking,5.5,,TAFE Queensland,"Certificate III in Information, Digital Media and Technology / Diploma of Information Technology Networking",18,,yes,Humanities and Social Science,IELTS,no,"22,200",yes,Australia,,,AUD,no,Months,Kick-start your IT career with this entry-level dual qualification and become a network administrator or ICT security specialist.,no,no,Queensland,year,,
English,DIP,,yes,A,https://tafeqld.edu.au/oneweb/courses/17839/diploma-of-photography-and-photo-imaging,5.5,,TAFE Queensland,Diploma of Photography and Photo Imaging,1,,yes,Mass Communication & Media,IELTS,no,"17,000",yes,Australia,,,AUD,no,Year,Upgrade your career in photography with this advanced-level course that will give you the skills to become a commercial photographer or printmaker.,no,no,Brisbane,year,"15,165",
English,DIP,,yes,I,https://tafeqld.edu.au/oneweb/courses/18827/certificate-iv-in-accounting-and-bookkeeping-diploma-of-accounting,5.5,,TAFE Queensland,Certificate IV in Accounting and Bookkeeping / Diploma of Accounting,1,,yes,Business & Commerce & Finance & Accounting,IELTS,yes,"14,400",yes,Australia,,,AUD,no,Year,"Take your understanding of accounting and finance to the next level with this high-level dual qualification. This course is ideal for people seeking employment in the accounting, business and finance sectors.",yes,no,Brisbane,year,,
English,DIP,,yes,I,https://tafeqld.edu.au/oneweb/courses/18827/certificate-iv-in-accounting-and-bookkeeping-diploma-of-accounting,5.5,,TAFE Queensland,Certificate IV in Accounting and Bookkeeping / Diploma of Accounting,1,,yes,Business & Commerce & Finance & Accounting,IELTS,yes,"14,400",yes,Australia,,,AUD,no,Year,"Take your understanding of accounting and finance to the next level with this high-level dual qualification. This course is ideal for people seeking employment in the accounting, business and finance sectors.",yes,no,Queensland,year,,
English,DIP,,yes,D,https://tafeqld.edu.au/oneweb/courses/17769/diploma-of-crime-and-justice-studies,5.5,,TAFE Queensland,Diploma of Crime and Justice Studies,6,,yes,Law,IELTS,yes,,yes,Australia,,,AUD,no,Months,Make a difference in your community with this diploma qualification from TAFE Queensland. This course is perfect for people pursuing a career in the crime and justice sector.,yes,no,Brisbane,year,"8,120",
English,DIP,,yes,D,https://tafeqld.edu.au/oneweb/courses/17769/diploma-of-crime-and-justice-studies,5.5,,TAFE Queensland,Diploma of Crime and Justice Studies,6,,yes,Law,IELTS,yes,,yes,Australia,,,AUD,no,Months,Make a difference in your community with this diploma qualification from TAFE Queensland. This course is perfect for people pursuing a career in the crime and justice sector.,yes,no,Queensland,year,"8,120",
English,DIP,,yes,D,https://tafeqld.edu.au/oneweb/courses/17781/diploma-of-laboratory-technology,5.5,,TAFE Queensland,Diploma of Laboratory Technology,2,,yes,Computer Science & Information Technology,IELTS,no,,no,Australia,,,AUD,no,Years,Take your career in the lab further with this advanced-level course which is perfect for people looking to upgrade their qualification while working in the industry.,no,no,Brisbane,year,"18,075",
English,DIP,,yes,D,https://tafeqld.edu.au/oneweb/courses/18798/certificate-iv-in-crime-and-justice-studies-diploma-of-crime-and-justice-studies,5.5,,TAFE Queensland,Certificate IV in Crime and Justice Studies / Diploma of Crime and Justice Studies,1,,yes,Law,IELTS,yes,,yes,Australia,,,AUD,no,Year,"Advance your career in justice and law enforcement with this dual qualification in crime and justice studies. Get the skills you need to work in Australian Border Force, Corrective Services, local government departments, or the Police Service.",yes,no,Brisbane,year,"9,420",
English,DIP,,yes,I,https://tafeqld.edu.au/oneweb/courses/18145/certificate-ii-in-horticulture-certificate-iii-in-horticulture-diploma-of-landscape-design,5.5,,TAFE Queensland,Certificate II in Horticulture / Certificate III in Horticulture / Diploma of Landscape Design,2,,yes,Agriculture,IELTS,no,"32,900",yes,Australia,,,AUD,no,Years,Study Australia's unique flora with this advanced-level qualification. Become qualified to work in our country's many parks and gardens.,no,no,Brisbane,year,,
English,DIP,,yes,D,https://tafeqld.edu.au/oneweb/courses/17915/diploma-of-horticulture,5.5,,TAFE Queensland,Diploma of Horticulture,1,,yes,Agriculture,IELTS,no,,yes,Australia,,,AUD,no,Year,Reach new heights in your horticultural career with this advanced qualification. This course is ideal for anyone working or studying in the industry who would like to progress to a managerial position.,no,no,Brisbane,year,"11,370",
English,DIP,,yes,D,https://tafeqld.edu.au/oneweb/courses/17915/diploma-of-horticulture,5.5,,TAFE Queensland,Diploma of Horticulture,1,,yes,Agriculture,IELTS,no,,yes,Australia,,,AUD,no,Year,Reach new heights in your horticultural career with this advanced qualification. This course is ideal for anyone working or studying in the industry who would like to progress to a managerial position.,no,no,Queensland,year,"11,370",
English,DIP,,yes,D,https://tafeqld.edu.au/oneweb/courses/17915/diploma-of-horticulture,5.5,,TAFE Queensland,Diploma of Horticulture,1,,yes,Agriculture,IELTS,no,,yes,Australia,,,AUD,no,Year,Reach new heights in your horticultural career with this advanced qualification. This course is ideal for anyone working or studying in the industry who would like to progress to a managerial position.,no,no,Queensland,year,"11,370",
English,DIP,,yes,D,https://tafeqld.edu.au/oneweb/courses/17728/diploma-of-library-and-information-services,5.5,,TAFE Queensland,Diploma of Library and Information Services,1,,yes,Computer Science & Information Technology,IELTS,yes,,yes,Australia,,,AUD,no,Year,Take the next step in your career with this high-level course that will qualify you to work as a library technician.,yes,no,Brisbane,year,"10,795",
English,DIP,,yes,A,https://tafeqld.edu.au/oneweb/courses/18179/diploma-of-screen-and-media,5.5,,TAFE Queensland,Diploma of Screen and Media,1,,yes,Mass Communication & Media,IELTS,no,"14,400",yes,Australia,,,AUD,no,Year,Activate your career in screen and media with this diploma qualification. This course is ideal for creative people seeking employment in interactive media.,no,no,Queensland,year,"15,195",
English,DIP,,no,D,https://tafeqld.edu.au/oneweb/courses/18148/diploma-of-agribusiness-management-diploma-of-agriculture,5.5,,TAFE Queensland,Diploma of Agribusiness Management / Diploma of Agriculture,1,,no,Agriculture,IELTS,no,,no,Australia,,,AUD,yes,Year,"Advance your career in agriculture with this high-level double qualification. Become an agribusiness manager, or farm, property, or station manager.",no,no,Queensland,year,"6,941",
English,DIP,,yes,D,https://tafeqld.edu.au/oneweb/courses/17836/diploma-of-building-and-construction-management,5.5,,TAFE Queensland,Diploma of Building and Construction (Management),1,,yes,Business & Commerce & Finance & Accounting,IELTS,no,,no,Australia,,,AUD,yes,Year,Develop your skills and knowledge of building and construction management with this advanced qualification. This course will pave the way to senior management roles in all sectors of the building and construction industry.,no,no,Brisbane,year,"6,100",
English,FUG,,yes,D,https://tafeqld.edu.au/oneweb/courses/18158/marketing-and-communication-foundations-skill-set-diploma-of-business-diploma-of-marketing-and-communication,5.5,,TAFE Queensland,Marketing and Communication Foundations Skill Set / Diploma of Business / Diploma of Marketing and Communication,1,,yes,Foundation,IELTS,yes,,yes,Australia,,,AUD,no,Year,"Elevate yourself in the dynamic and fast-paced industry of marketing, communication and business with this high-level triple award. Develop the advanced skills and specialised knowledge to work across a diverse range of business functions.",yes,no,Brisbane,year,"12,810",
English,DIP,,yes,D,https://tafeqld.edu.au/oneweb/courses/17711/diploma-of-building-and-construction-building,5.5,,TAFE Queensland,Diploma of Building and Construction (Building),1,,yes,"Architecture, Building & Planning",IELTS,yes,,yes,Australia,,,AUD,no,Year,Advance your building and construction management career with this technical qualification. This course meets the technical requirements for a Builder Low or Medium Rise licence in Queensland.,yes,no,Brisbane,year,"7,885",
English,DIP,,yes,D,https://tafeqld.edu.au/oneweb/courses/17711/diploma-of-building-and-construction-building,5.5,,TAFE Queensland,Diploma of Building and Construction (Building),1,,yes,"Architecture, Building & Planning",IELTS,yes,,yes,Australia,,,AUD,no,Year,Advance your building and construction management career with this technical qualification. This course meets the technical requirements for a Builder Low or Medium Rise licence in Queensland.,yes,no,Queensland,year,"7,885",
English,DIP,,yes,I,https://tafeqld.edu.au/oneweb/courses/18147/certificate-iii-in-rural-operations-diploma-of-agribusiness-management-diploma-of-agriculture,5.5,,TAFE Queensland,Certificate III in Rural Operations / Diploma of Agribusiness Management / Diploma of Agriculture,2,,yes,Agriculture,IELTS,no,"22,400",yes,Australia,,,AUD,no,Years,"Get the Australian outback experience with this advanced-level, triple qualification. Work on farms or stations, or as an agribusiness manager.",no,no,Queensland,year,,
English,DIP,,yes,A,https://tafeqld.edu.au/oneweb/courses/17674/diploma-of-engineering-technical,5.5,,TAFE Queensland,Diploma of Engineering - Technical,2,,yes,Engineering,IELTS,no,"14,000",no,Australia,,,AUD,yes,Years,"Progress your career with this advanced technical qualification. Develop your skills further for technician work in the field of mechanical, mechatronic, manufacturing or maintenance engineering.",no,no,Brisbane,year,"14,300",
English,DIP,,yes,A,https://tafeqld.edu.au/oneweb/courses/18101/diploma-of-school-age-education-and-care,5.5,,TAFE Queensland,Diploma of School Age Education and Care,12,,yes,Science and Health Science,IELTS,no,,no,Australia,,,AUD,yes, Weeks,Upgrade your education career with this advanced course that will qualify you to become an out of school hours care co-ordinator.,yes,no,Online,year,"9,585",
English,DIP,,yes,I,https://tafeqld.edu.au/oneweb/courses/18198/certificate-iii-in-information-digital-media-and-technology-diploma-of-website-development,5.5,,TAFE Queensland,"Certificate III in Information, Digital Media and Technology / Diploma of Website Development",18,,yes,Humanities and Social Science,IELTS,no,"22,200",yes,Australia,,,AUD,no,Months,Kick-start your IT career in Australia with this entry-level dual qualification and become a web designer or developer.,no,no,Brisbane,year,,
English,DIP,,yes,D,https://tafeqld.edu.au/oneweb/courses/18971/certificate-iv-in-government-investigations-diploma-of-crime-and-justice-studies,5.5,,TAFE Queensland,Certificate IV in Government Investigations / Diploma of Crime and Justice Studies,1,,yes,Law,IELTS,yes,,yes,Australia,,,AUD,no,Year,"Elevate your career in government, justice and law enforcement with this dual qualification. This high-level course will provide you with a greater understanding of the skills and knowledge required to work as a police officer or within the government justice sector.",yes,no,Brisbane,year,"7,440",
English,DIP,,yes,D,https://tafeqld.edu.au/oneweb/courses/18951/diploma-of-applied-technologies,5.5,,TAFE Queensland,Diploma of Applied Technologies,1,,yes,Computer Science & Information Technology,IELTS,yes,,yes,Australia,,,AUD,no,Year,Redefine your career with this high-level course and develop the specialised skills and knowledge required to take on a range of technical manufacturing and engineering roles within Industry 4.0.,yes,no,Brisbane,year,"7,440",
English,DIP,,yes,D,https://tafeqld.edu.au/oneweb/courses/17896/diploma-of-process-plant-technology,5.5,,TAFE Queensland,Diploma of Process Plant Technology,6,,yes,Computer Science & Information Technology,IELTS,no,,no,Australia,,,AUD,yes,Months,"Redefine your career in process manufacturing with this high-level qualification. Develop your existing skills and knowledge to become a qualified plant technician, project coordinator or manager.",no,no,Brisbane,year,"4,420",
English,DIP,,yes,D,https://tafeqld.edu.au/oneweb/courses/17713/diploma-of-tesol-teaching-english-to-speakers-of-other-languages,5.5,,TAFE Queensland,Diploma of TESOL (Teaching English to Speakers of Other Languages),54,,yes,English,IELTS,yes,,yes,Australia,,,AUD,no, Weeks,Enrich your skills as an English and literacy teacher. This course will equip you with advanced skills to teach language and literacy to students from a non-English speaking background.,yes,no,Brisbane,year,"5,210",
English,DIP,,yes,A,https://tafeqld.edu.au/oneweb/courses/17785/diploma-of-screen-and-media,5.5,,TAFE Queensland,Diploma of Screen and Media,1,,yes,Mass Communication & Media,IELTS,no,"14,400",yes,Australia,,,AUD,no,Year,"Activate your career in screen and media with this diploma qualification. This course is ideal for creative people seeking employment in the film, television, radio and interactive media industries.",no,no,Brisbane,year,"15,195",
English,DIP,,yes,A,https://tafeqld.edu.au/oneweb/courses/17785/diploma-of-screen-and-media,5.5,,TAFE Queensland,Diploma of Screen and Media,1,,yes,Mass Communication & Media,IELTS,no,"14,400",yes,Australia,,,AUD,no,Year,"Activate your career in screen and media with this diploma qualification. This course is ideal for creative people seeking employment in the film, television, radio and interactive media industries.",no,no,Queensland,year,"15,195",
English,DIP,,yes,A,https://tafeqld.edu.au/oneweb/courses/17752/diploma-of-building-design,5.5,,TAFE Queensland,Diploma of Building Design,18,,yes,"Architecture, Building & Planning",IELTS,yes,"21,600",yes,Australia,,,AUD,no,Months,Advance your career in building design with this high-level qualification. This course is perfect for people interested in becoming a draftsperson or building designer and who need a Low Rise or Medium Rise Building Design licence.,yes,no,Brisbane,year,"12,990",
English,DIP,,yes,A,https://tafeqld.edu.au/oneweb/courses/17752/diploma-of-building-design,5.5,,TAFE Queensland,Diploma of Building Design,18,,yes,"Architecture, Building & Planning",IELTS,yes,"21,600",yes,Australia,,,AUD,no,Months,Advance your career in building design with this high-level qualification. This course is perfect for people interested in becoming a draftsperson or building designer and who need a Low Rise or Medium Rise Building Design licence.,yes,no,Queensland,year,"12,990",
English,DIP,,yes,D,https://tafeqld.edu.au/oneweb/courses/18877/diploma-of-screen-and-media,5.5,,TAFE Queensland,Diploma of Screen and Media,1,,yes,Mass Communication & Media,IELTS,no,,yes,Australia,,,AUD,no,Year,"Elevate your creative practice and gain a range of fundamental film making skills with this mid-level course. This course focuses on creative expression using a range of cinematic tools, and innovation through cross-disciplinary practice.",no,no,Brisbane,year,"15,195",
English,DIP,,yes,A,https://tafeqld.edu.au/oneweb/courses/17679/diploma-of-community-services,5.5,,TAFE Queensland,Diploma of Community Services,18,,yes,Humanities and Social Science,IELTS,yes,"10,000",yes,Australia,,,AUD,no,Months,Take the next step in your career in community services with this advanced qualification. This course is perfect for people who want to work in the community sector.,yes,no,Brisbane,year,"2,760",
English,DIP,,yes,A,https://tafeqld.edu.au/oneweb/courses/17679/diploma-of-community-services,5.5,,TAFE Queensland,Diploma of Community Services,18,,yes,Humanities and Social Science,IELTS,yes,"10,000",yes,Australia,,,AUD,no,Months,Take the next step in your career in community services with this advanced qualification. This course is perfect for people who want to work in the community sector.,yes,no,Queensland,year,"2,760",
English,DIP,,yes,A,https://tafeqld.edu.au/oneweb/courses/17679/diploma-of-community-services,5.5,,TAFE Queensland,Diploma of Community Services,18,,yes,Humanities and Social Science,IELTS,yes,"10,000",yes,Australia,,,AUD,no,Months,Take the next step in your career in community services with this advanced qualification. This course is perfect for people who want to work in the community sector.,yes,no,Queensland,year,"2,760",
English,DIP,,yes,A,https://tafeqld.edu.au/oneweb/courses/17679/diploma-of-community-services,5.5,,TAFE Queensland,Diploma of Community Services,18,,yes,Humanities and Social Science,IELTS,yes,"10,000",yes,Australia,,,AUD,no,Months,Take the next step in your career in community services with this advanced qualification. This course is perfect for people who want to work in the community sector.,yes,no,Queensland,year,"2,760",
English,DIP,,yes,A,https://tafeqld.edu.au/oneweb/courses/17778/diploma-of-remedial-massage,5.5,,TAFE Queensland,Diploma of Remedial Massage,1,,yes,Mass Communication & Media,IELTS,no,"15,000",yes,Australia,,,AUD,no,Year,Take the next step in your career in massage with this advanced-level course that will qualify you to work as a remedial massage therapist or to specialise in other complementary therapies such as reflexology.,no,no,Brisbane,year,"11,810",
English,DIP,,yes,A,https://tafeqld.edu.au/oneweb/courses/17778/diploma-of-remedial-massage,5.5,,TAFE Queensland,Diploma of Remedial Massage,1,,yes,Mass Communication & Media,IELTS,no,"15,000",yes,Australia,,,AUD,no,Year,Take the next step in your career in massage with this advanced-level course that will qualify you to work as a remedial massage therapist or to specialise in other complementary therapies such as reflexology.,no,no,Queensland,year,"11,810",
English,DIP,,yes,D,https://tafeqld.edu.au/oneweb/courses/18044/diploma-of-aboriginal-and-or-torres-strait-islander-primary-health-care,5.5,,TAFE Queensland,Diploma of Aboriginal and/or Torres Strait Islander Primary Health Care,18,,yes,English,IELTS,yes,,no,Australia,,,AUD,yes,Months,Further develop your primary health care service skills with this advanced course in the delivery of health care services to Aboriginal and Torres Strait Islander communities.,yes,no,Queensland,year,"9,405",
English,DIP,,yes,D,https://tafeqld.edu.au/oneweb/courses/17673/diploma-of-leadership-and-management,5.5,,TAFE Queensland,Diploma of Leadership and Management,1,,yes,Humanities and Social Science,IELTS,yes,,no,Australia,,,AUD,no,Year,"Advance your career in leadership with this high-level qualification that will give you the skills needed to seek employment as a manager in human resources, business, or sales.",yes,no,Brisbane,year,"8,125",
English,DIP,,yes,D,https://tafeqld.edu.au/oneweb/courses/17673/diploma-of-leadership-and-management,5.5,,TAFE Queensland,Diploma of Leadership and Management,1,,yes,Humanities and Social Science,IELTS,yes,,no,Australia,,,AUD,no,Year,"Advance your career in leadership with this high-level qualification that will give you the skills needed to seek employment as a manager in human resources, business, or sales.",yes,no,Queensland,year,"8,125",
English,DIP,,yes,D,https://tafeqld.edu.au/oneweb/courses/17673/diploma-of-leadership-and-management,5.5,,TAFE Queensland,Diploma of Leadership and Management,1,,yes,Humanities and Social Science,IELTS,yes,,no,Australia,,,AUD,no,Year,"Advance your career in leadership with this high-level qualification that will give you the skills needed to seek employment as a manager in human resources, business, or sales.",yes,no,Queensland,year,"8,125",
English,DIP,,yes,D,https://tafeqld.edu.au/oneweb/courses/18795/diploma-of-accounting,5.5,,TAFE Queensland,Diploma of Accounting,10,,yes,Business & Commerce & Finance & Accounting,IELTS,yes,,yes,Australia,,,AUD,no,Months,"Upgrade your skills and knowledge with this high-level course. This qualification is perfect for people seeking employment in accounting, business, and finance.",yes,no,Brisbane,year,"8,560",
English,DIP,,yes,D,https://tafeqld.edu.au/oneweb/courses/18795/diploma-of-accounting,5.5,,TAFE Queensland,Diploma of Accounting,10,,yes,Business & Commerce & Finance & Accounting,IELTS,yes,,yes,Australia,,,AUD,no,Months,"Upgrade your skills and knowledge with this high-level course. This qualification is perfect for people seeking employment in accounting, business, and finance.",yes,no,Queensland,year,"8,560",
English,DIP,,yes,D,https://tafeqld.edu.au/oneweb/courses/18795/diploma-of-accounting,5.5,,TAFE Queensland,Diploma of Accounting,10,,yes,Business & Commerce & Finance & Accounting,IELTS,yes,,yes,Australia,,,AUD,no,Months,"Upgrade your skills and knowledge with this high-level course. This qualification is perfect for people seeking employment in accounting, business, and finance.",yes,no,Queensland,year,"8,560",
English,DIP,,yes,D,https://tafeqld.edu.au/oneweb/courses/17683/diploma-of-counselling,5.5,,TAFE Queensland,Diploma of Counselling,2,,yes,Humanities and Social Science,IELTS,yes,,yes,Australia,,,AUD,no,Years,"Progress your career while helping others, with this advanced qualification that will give you the communication skills you need to work as a counsellor.",yes,no,Brisbane,year,"9,575",
English,DIP,,yes,D,https://tafeqld.edu.au/oneweb/courses/17683/diploma-of-counselling,5.5,,TAFE Queensland,Diploma of Counselling,2,,yes,Humanities and Social Science,IELTS,yes,,yes,Australia,,,AUD,no,Years,"Progress your career while helping others, with this advanced qualification that will give you the communication skills you need to work as a counsellor.",yes,no,Queensland,year,"9,575",
English,DIP,,yes,D,https://tafeqld.edu.au/oneweb/courses/17683/diploma-of-counselling,5.5,,TAFE Queensland,Diploma of Counselling,2,,yes,Humanities and Social Science,IELTS,yes,,yes,Australia,,,AUD,no,Years,"Progress your career while helping others, with this advanced qualification that will give you the communication skills you need to work as a counsellor.",yes,no,Queensland,year,"9,575",
English,DIP,,yes,D,https://tafeqld.edu.au/oneweb/courses/17683/diploma-of-counselling,5.5,,TAFE Queensland,Diploma of Counselling,2,,yes,Humanities and Social Science,IELTS,yes,,yes,Australia,,,AUD,no,Years,"Progress your career while helping others, with this advanced qualification that will give you the communication skills you need to work as a counsellor.",yes,no,Queensland,year,"9,575",
English,DIP,,no,A,https://tafeqld.edu.au/oneweb/courses/17801/diploma-of-early-childhood-education-and-care,5.5,,TAFE Queensland,Diploma of Early Childhood Education and Care,2,,no,Humanities and Social Science,IELTS,no,"15,000",no,Australia,,,AUD,yes,Years,Progress your career in child care with this advanced qualification and gain the specialised skills and knowledge needed to work as an early childhood educator or centre director.,no,no,Brisbane,year,"9,575",
English,DIP,,no,A,https://tafeqld.edu.au/oneweb/courses/17801/diploma-of-early-childhood-education-and-care,5.5,,TAFE Queensland,Diploma of Early Childhood Education and Care,2,,no,Humanities and Social Science,IELTS,no,"15,000",no,Australia,,,AUD,yes,Years,Progress your career in child care with this advanced qualification and gain the specialised skills and knowledge needed to work as an early childhood educator or centre director.,no,no,Queensland,year,"9,575",
English,DIP,,no,A,https://tafeqld.edu.au/oneweb/courses/17801/diploma-of-early-childhood-education-and-care,5.5,,TAFE Queensland,Diploma of Early Childhood Education and Care,2,,no,Humanities and Social Science,IELTS,no,"15,000",no,Australia,,,AUD,yes,Years,Progress your career in child care with this advanced qualification and gain the specialised skills and knowledge needed to work as an early childhood educator or centre director.,no,no,Queensland,year,"9,575",
English,DIP,,no,A,https://tafeqld.edu.au/oneweb/courses/17801/diploma-of-early-childhood-education-and-care,5.5,,TAFE Queensland,Diploma of Early Childhood Education and Care,2,,no,Humanities and Social Science,IELTS,no,"15,000",no,Australia,,,AUD,yes,Years,Progress your career in child care with this advanced qualification and gain the specialised skills and knowledge needed to work as an early childhood educator or centre director.,no,no,Queensland,year,"9,575",
English,DIP,,yes,A,https://tafeqld.edu.au/oneweb/courses/17738/diploma-of-nursing,5.5,,TAFE Queensland,Diploma of Nursing,18,,yes,Medical and Nursing,IELTS,yes,"24,000",yes,Australia,,,AUD,no,Months,Advance your career in nursing with this high-level course that will qualify you to seek registration as an Enrolled Nurse.,yes,no,Brisbane,year,"5,925",
English,DIP,,yes,A,https://tafeqld.edu.au/oneweb/courses/17738/diploma-of-nursing,5.5,,TAFE Queensland,Diploma of Nursing,18,,yes,Medical and Nursing,IELTS,yes,"24,000",yes,Australia,,,AUD,no,Months,Advance your career in nursing with this high-level course that will qualify you to seek registration as an Enrolled Nurse.,yes,no,Queensland,year,"5,925",
English,DIP,,yes,A,https://tafeqld.edu.au/oneweb/courses/17738/diploma-of-nursing,5.5,,TAFE Queensland,Diploma of Nursing,18,,yes,Medical and Nursing,IELTS,yes,"24,000",yes,Australia,,,AUD,no,Months,Advance your career in nursing with this high-level course that will qualify you to seek registration as an Enrolled Nurse.,yes,no,Queensland,year,"5,925",
English,DIP,,yes,A,https://tafeqld.edu.au/oneweb/courses/17738/diploma-of-nursing,5.5,,TAFE Queensland,Diploma of Nursing,18,,yes,Medical and Nursing,IELTS,yes,"24,000",yes,Australia,,,AUD,no,Months,Advance your career in nursing with this high-level course that will qualify you to seek registration as an Enrolled Nurse.,yes,no,Queensland,year,"5,925",
English,DIP,,yes,A,https://tafeqld.edu.au/oneweb/courses/18201/diploma-of-database-design-and-development,5.5,,TAFE Queensland,Diploma of Database Design and Development,1,,yes,Humanities and Social Science,IELTS,no,"16,000",yes,Australia,,,AUD,no,Year,Progress your career in database design with this advanced-level qualification. Develop the specialised skills and knowledge required to plan and create information and communications technology (ICT) database systems for a wide range of businesses.,no,no,Brisbane,year,"3,035",
English,DIP,,yes,A,https://tafeqld.edu.au/oneweb/courses/18201/diploma-of-database-design-and-development,5.5,,TAFE Queensland,Diploma of Database Design and Development,1,,yes,Humanities and Social Science,IELTS,no,"16,000",yes,Australia,,,AUD,no,Year,Progress your career in database design with this advanced-level qualification. Develop the specialised skills and knowledge required to plan and create information and communications technology (ICT) database systems for a wide range of businesses.,no,no,Queensland,year,"3,035",
English,DIP,,no,D,https://tafeqld.edu.au/oneweb/courses/17938/diploma-of-information-technology-systems-administration,5.5,,TAFE Queensland,Diploma of Information Technology Systems Administration,1,,no,Computer Science & Information Technology,IELTS,no,,yes,Australia,,,AUD,no,Year,Accelerate your career in IT with this advanced-level qualification. This course is suitable for people who already have mid-level skills in IT and will equip you with the specialised knowledge to provide high-level IT support to organisations.,no,no,Brisbane,year,"3,035",
English,DIP,,no,D,https://tafeqld.edu.au/oneweb/courses/17938/diploma-of-information-technology-systems-administration,5.5,,TAFE Queensland,Diploma of Information Technology Systems Administration,1,,no,Computer Science & Information Technology,IELTS,no,,yes,Australia,,,AUD,no,Year,Accelerate your career in IT with this advanced-level qualification. This course is suitable for people who already have mid-level skills in IT and will equip you with the specialised knowledge to provide high-level IT support to organisations.,no,no,Queensland,year,"3,035",
English,DIP,,yes,D,https://tafeqld.edu.au/oneweb/courses/18014/diploma-of-marketing-and-communication,5.5,,TAFE Queensland,Diploma of Marketing and Communication,6,,yes,Business & Commerce & Finance & Accounting,IELTS,yes,,no,Australia,,,AUD,yes,Months,Establish yourself in a dynamic and creative industry with this high-level course in marketing and communication.,yes,no,Brisbane,year,"5,330",
English,DIP,,yes,D,https://tafeqld.edu.au/oneweb/courses/18872/diploma-of-database-design-and-development-diploma-of-website-development,5.5,,TAFE Queensland,Diploma of Database Design and Development / Diploma of Website Development,1,,yes,Humanities and Social Science,IELTS,yes,,yes,Australia,,,AUD,no,Year,Get ahead in your ICT career with this advanced double diploma qualification that will open up a career as a web developer or database administrator.,yes,no,Brisbane,year,"17,095",
English,DIP,,yes,D,https://tafeqld.edu.au/oneweb/courses/18872/diploma-of-database-design-and-development-diploma-of-website-development,5.5,,TAFE Queensland,Diploma of Database Design and Development / Diploma of Website Development,1,,yes,Humanities and Social Science,IELTS,yes,,yes,Australia,,,AUD,no,Year,Get ahead in your ICT career with this advanced double diploma qualification that will open up a career as a web developer or database administrator.,yes,no,Queensland,year,"17,095",
English,DIP,,yes,A,https://tafeqld.edu.au/oneweb/courses/17927/diploma-of-website-development,5.5,,TAFE Queensland,Diploma of Website Development,1,,yes,Humanities and Social Science,IELTS,no,"16,000",yes,Australia,,,AUD,no,Year,"Take the next step in your web development career with this advanced course. Learn the art of designing, building and managing websites. Begin your coding career with a position as a web developer.",no,no,Brisbane,year,"3,035",
English,DIP,,yes,A,https://tafeqld.edu.au/oneweb/courses/17927/diploma-of-website-development,5.5,,TAFE Queensland,Diploma of Website Development,1,,yes,Humanities and Social Science,IELTS,no,"16,000",yes,Australia,,,AUD,no,Year,"Take the next step in your web development career with this advanced course. Learn the art of designing, building and managing websites. Begin your coding career with a position as a web developer.",no,no,Queensland,year,"3,035",
